Funfam	UniProt	Segments	Length
3.20.20.70-FF-000101.faa	A0A2U1M929	92-425	334
3.20.20.70-FF-000101.faa	A0A2P5F9Y6	98-432	335
3.20.20.70-FF-000101.faa	A0A0K9S004	100-435	336
3.20.20.70-FF-000101.faa	A0A2P5DIX3	98-432	335
3.20.20.70-FF-000101.faa	W9QZ73	97-430	334
3.20.20.70-FF-000101.faa	A0A164XPI6	92-424	333
3.20.20.70-FF-000101.faa	M4DIE3	92-426	335
3.20.20.70-FF-000101.faa	A0A078HPM6	92-426	335
3.20.20.70-FF-000101.faa	A0A1S2YDA2	82-416	335
3.20.20.70-FF-000101.faa	M5XCU1	87-422	336
3.20.20.70-FF-000101.faa	A0A178WCT0	96-430	335
3.20.20.70-FF-000101.faa	Q9SFH9	96-430	335
3.20.20.70-FF-000101.faa	S8D974	47-382	336
3.20.20.70-FF-000101.faa	A0A2G9GY96	94-430	337
3.20.20.70-FF-000101.faa	A0A0V0ICV5	33-376	344
3.20.20.70-FF-000101.faa	A0A445BSX3	107-441	335
3.20.20.70-FF-000101.faa	A0A2P6PXB9	88-422	335
3.20.20.70-FF-000101.faa	I1KAC1	73-398	326
3.20.20.70-FF-000101.faa	A0A445K854	73-398	326
3.20.20.70-FF-000101.faa	A0A0L9UF90	81-422	342
3.20.20.70-FF-000101.faa	A0A1S3U4P8	78-412	335
3.20.20.70-FF-000101.faa	G7J506	77-413	337
3.20.20.70-FF-000101.faa	A0A251RS68	126-461	336
3.20.20.70-FF-000101.faa	A0A151SQ66	78-412	335
3.20.20.70-FF-000101.faa	A0A2I4HPM6	94-430	337
3.20.20.70-FF-000101.faa	A0A068VC65	93-427	335
3.20.20.70-FF-000102.faa	A0A1B0ZV70	1-381	381
3.20.20.70-FF-000102.faa	I7DT33	4-378	375
3.20.20.70-FF-000102.faa	A0A0B4DTR3	1-382	382
3.20.20.70-FF-000102.faa	A0A0X3TR12	4-378	375
3.20.20.70-FF-000102.faa	A0A0N7LRH0	4-378	375
3.20.20.70-FF-000102.faa	Q5LWW9	4-378	375
3.20.20.70-FF-000102.faa	A0A0H5D406	1-382	382
3.20.20.70-FF-000102.faa	A0A0P1HDQ9	4-378	375
3.20.20.70-FF-000102.faa	A0A2T5HMK9	1-380	380
3.20.20.70-FF-000102.faa	A0A2V4T5X6	1-380	380
3.20.20.70-FF-000102.faa	A0A1I3NAA1	1-379	379
3.20.20.70-FF-000102.faa	A0A2U1IHB2	1-379	379
3.20.20.70-FF-000102.faa	A0A3S9GNC3	1-379	379
3.20.20.70-FF-000102.faa	A0A2N8GH07	1-379	379
3.20.20.70-FF-000102.faa	J3FR62	1-379	379
3.20.20.70-FF-000102.faa	K9NSH4	1-379	379
3.20.20.70-FF-000102.faa	J2V302	1-379	379
3.20.20.70-FF-000102.faa	A0A2N8CU27	1-379	379
3.20.20.70-FF-000102.faa	A0A385Z1T0	1-380	380
3.20.20.70-FF-000102.faa	A0A0A1YN55	1-379	379
3.20.20.70-FF-000102.faa	Q9HTG6	1-380	380
3.20.20.70-FF-000102.faa	W1MV85	1-380	380
3.20.20.70-FF-000102.faa	A0A0X8F4T8	2-378	377
3.20.20.70-FF-000102.faa	A0A365SRH8	1-380	380
3.20.20.70-FF-000102.faa	A0A1V4LID8	1-379	379
3.20.20.70-FF-000102.faa	A0A427FHR8	1-380	380
3.20.20.70-FF-000102.faa	A0A1T1HPP1	1-380	380
3.20.20.70-FF-000102.faa	Q4K4N5	1-380	380
3.20.20.70-FF-000102.faa	A0A365WQP3	1-380	380
3.20.20.70-FF-000102.faa	A0A1I5VMU6	1-379	379
3.20.20.70-FF-000102.faa	A0A098SU66	1-380	380
3.20.20.70-FF-000102.faa	A0A1H0KQE5	1-380	380
3.20.20.70-FF-000102.faa	A0A1H1I8S4	1-379	379
3.20.20.70-FF-000102.faa	A0A2S5EWZ1	1-379	379
3.20.20.70-FF-000102.faa	L1LVQ7	1-380	380
3.20.20.70-FF-000102.faa	A0A177SGZ6	1-380	380
3.20.20.70-FF-000102.faa	A0A0J6GSI7	1-380	380
3.20.20.70-FF-000102.faa	A0A3R9AKL7	1-380	380
3.20.20.70-FF-000102.faa	A0A1Y3P3T8	1-380	380
3.20.20.70-FF-000102.faa	A0A427F9Q1	1-380	380
3.20.20.70-FF-000102.faa	A0A089ZRC7	1-380	380
3.20.20.70-FF-000102.faa	A0A0D1PNU4	1-380	380
3.20.20.70-FF-000102.faa	A0A3D9Y930	1-380	380
3.20.20.70-FF-000102.faa	W8QVA5	1-379	379
3.20.20.70-FF-000102.faa	A4XPJ9	1-380	380
3.20.20.70-FF-000102.faa	A0A1H1T720	1-380	380
3.20.20.70-FF-000102.faa	A0A285YND9	1-380	380
3.20.20.70-FF-000102.faa	A0A2S5IAL4	1-380	380
3.20.20.70-FF-000102.faa	A0A2V4JKB5	1-380	380
3.20.20.70-FF-000102.faa	A0A2S9TXH8	1-380	380
3.20.20.70-FF-000102.faa	A0A2L2KUV7	1-380	380
3.20.20.70-FF-000102.faa	A0A2V5EI60	1-380	380
3.20.20.70-FF-000102.faa	A0A329BZQ5	1-380	380
3.20.20.70-FF-000102.faa	A0A212S8B3	1-380	380
3.20.20.70-FF-000102.faa	A0A2V3YKA2	1-380	380
3.20.20.70-FF-000102.faa	A0A3R8VEM2	1-380	380
3.20.20.70-FF-000102.faa	A0A1X7F6M6	1-380	380
3.20.20.70-FF-000102.faa	A0A1W2E4C4	1-380	380
3.20.20.70-FF-000102.faa	A0A2V5DS33	1-380	380
3.20.20.70-FF-000102.faa	A0A0P7DAR8	1-380	380
3.20.20.70-FF-000102.faa	F6A8N9	1-380	380
3.20.20.70-FF-000102.faa	A0A2D2MC79	1-380	380
3.20.20.70-FF-000102.faa	A0A2N5BY53	1-380	380
3.20.20.70-FF-000102.faa	A0A0U4XNU3	1-379	379
3.20.20.70-FF-000102.faa	A0A1H9K7V9	1-379	379
3.20.20.70-FF-000102.faa	A0A1E4UUI9	1-379	379
3.20.20.70-FF-000102.faa	A0A0F4XS50	1-380	380
3.20.20.70-FF-000102.faa	G8Q2E9	1-380	380
3.20.20.70-FF-000102.faa	A0A1V4FF73	1-380	380
3.20.20.70-FF-000102.faa	A0A1V3SBL2	1-380	380
3.20.20.70-FF-000102.faa	A0A1Y0KN35	1-380	380
3.20.20.70-FF-000102.faa	W0GZS1	1-380	380
3.20.20.70-FF-000102.faa	A0A1X0N1Y1	1-380	380
3.20.20.70-FF-000102.faa	A0A0P9I842	1-380	380
3.20.20.70-FF-000102.faa	Q88AJ4	1-380	380
3.20.20.70-FF-000102.faa	A0A0N0WPF1	1-380	380
3.20.20.70-FF-000102.faa	A0A0P9K563	1-380	380
3.20.20.70-FF-000102.faa	A0A2K4W1D7	1-380	380
3.20.20.70-FF-000102.faa	A0A0Q0CN83	1-380	380
3.20.20.70-FF-000102.faa	A0A1H1ZDG8	1-380	380
3.20.20.70-FF-000102.faa	A0A010SG36	1-380	380
3.20.20.70-FF-000102.faa	A0A2L1ID96	1-380	380
3.20.20.70-FF-000102.faa	A0A2V3CM52	1-380	380
3.20.20.70-FF-000102.faa	A0A354YKL2	1-380	380
3.20.20.70-FF-000102.faa	A0A0A7PTG3	1-380	380
3.20.20.70-FF-000102.faa	A5VX94	1-380	380
3.20.20.70-FF-000102.faa	Q88R24	1-380	380
3.20.20.70-FF-000102.faa	A0A2V4FCD5	1-380	380
3.20.20.70-FF-000102.faa	I3UWE6	1-380	380
3.20.20.70-FF-000102.faa	A0A173HLI4	1-380	380
3.20.20.70-FF-000102.faa	A0A495PA12	1-380	380
3.20.20.70-FF-000102.faa	I7BAE7	1-380	380
3.20.20.70-FF-000102.faa	A0A2I0CHG8	1-380	380
3.20.20.70-FF-000102.faa	A0A160ISX6	1-380	380
3.20.20.70-FF-000102.faa	A0A179SE01	1-380	380
3.20.20.70-FF-000102.faa	A0A2N1ILA2	1-380	380
3.20.20.70-FF-000102.faa	A0A2L0SRL4	1-380	380
3.20.20.70-FF-000102.faa	A0A2K4LCX5	1-380	380
3.20.20.70-FF-000102.faa	A0A3Q8TYE8	1-380	380
3.20.20.70-FF-000102.faa	I4NAZ6	1-380	380
3.20.20.70-FF-000102.faa	S6AQM9	1-379	379
3.20.20.70-FF-000102.faa	A0A1H2P0A2	1-380	380
3.20.20.70-FF-000102.faa	A0A0S4I9T4	1-380	380
3.20.20.70-FF-000102.faa	A0A1I0SMJ4	1-380	380
3.20.20.70-FF-000102.faa	A0A0D6SFS8	1-380	380
3.20.20.70-FF-000102.faa	A0A270PLI2	1-379	379
3.20.20.70-FF-000102.faa	A0A127HSS0	1-380	380
3.20.20.70-FF-000102.faa	A0A423FD19	1-380	380
3.20.20.70-FF-000102.faa	A0A223VJE4	1-380	380
3.20.20.70-FF-000102.faa	A0A3S0MIF6	1-380	380
3.20.20.70-FF-000102.faa	W2DVL8	1-380	380
3.20.20.70-FF-000102.faa	A0A1B5F472	1-380	380
3.20.20.70-FF-000102.faa	A0A089WIQ6	1-380	380
3.20.20.70-FF-000102.faa	A0A367NB04	1-379	379
3.20.20.70-FF-000102.faa	A0A2X2D084	1-380	380
3.20.20.70-FF-000102.faa	N2JAK3	1-380	380
3.20.20.70-FF-000102.faa	A0A1M6EC90	1-380	380
3.20.20.70-FF-000103.faa	W4ZC13	2-230	229
3.20.20.70-FF-000103.faa	H9GL41	2-224	223
3.20.20.70-FF-000103.faa	T1EMJ2	41-316	276
3.20.20.70-FF-000103.faa	B3RW18	45-319	275
3.20.20.70-FF-000103.faa	A0A369RVE1	45-319	275
3.20.20.70-FF-000103.faa	B3RW17	45-322	278
3.20.20.70-FF-000103.faa	F6TNU2	41-317	277
3.20.20.70-FF-000103.faa	A0A1W2WGX4	41-318	278
3.20.20.70-FF-000103.faa	A7S9A2	46-319	274
3.20.20.70-FF-000103.faa	C3Y7Q0	43-316	274
3.20.20.70-FF-000103.faa	A0A2I2UHA8	42-316	275
3.20.20.70-FF-000103.faa	A0A2K5U9S7	33-307	275
3.20.20.70-FF-000103.faa	A0A096N672	33-307	275
3.20.20.70-FF-000103.faa	A0A2R8P6J8	38-312	275
3.20.20.70-FF-000103.faa	A0A2K6T1F6	38-312	275
3.20.20.70-FF-000103.faa	A0A2K5C0C1	38-312	275
3.20.20.70-FF-000103.faa	H2Q5J5	42-316	275
3.20.20.70-FF-000103.faa	A0A2R8ZRB1	42-316	275
3.20.20.70-FF-000103.faa	A0A2K5C0E7	42-316	275
3.20.20.70-FF-000103.faa	A0A2K6LDS3	42-316	275
3.20.20.70-FF-000103.faa	A0A2I2ZSG6	42-316	275
3.20.20.70-FF-000103.faa	L5KK10	39-313	275
3.20.20.70-FF-000103.faa	A0A3Q7T8L6	62-336	275
3.20.20.70-FF-000103.faa	A0A1U7Q8L5	42-316	275
3.20.20.70-FF-000103.faa	A0A2K6T1C1	43-317	275
3.20.20.70-FF-000103.faa	A0A2R8ZUH6	46-320	275
3.20.20.70-FF-000103.faa	A0A2K5Q3J2	42-316	275
3.20.20.70-FF-000103.faa	G3WHM0	46-321	276
3.20.20.70-FF-000103.faa	A0A2K6EZJ6	43-316	274
3.20.20.70-FF-000103.faa	G3RZY7	46-320	275
3.20.20.70-FF-000103.faa	A0A2K5J179	39-313	275
3.20.20.70-FF-000103.faa	A0A2K5MA98	42-316	275
3.20.20.70-FF-000103.faa	A0A2K6ED78	42-316	275
3.20.20.70-FF-000103.faa	A0A0D9R7I1	42-316	275
3.20.20.70-FF-000103.faa	A0A2K5J1C3	42-316	275
3.20.20.70-FF-000103.faa	A0A2I3N060	42-316	275
3.20.20.70-FF-000103.faa	F6XLA4	42-316	275
3.20.20.70-FF-000103.faa	A0A2K5XZ81	42-316	275
3.20.20.70-FF-000103.faa	A0A2K5U9U9	42-316	275
3.20.20.70-FF-000103.faa	A0A2I3SJ20	41-315	275
3.20.20.70-FF-000103.faa	A0A2K6T1C5	42-316	275
3.20.20.70-FF-000103.faa	A0A2K6ED76	38-312	275
3.20.20.70-FF-000103.faa	A0A2K5MA88	38-312	275
3.20.20.70-FF-000103.faa	A0A2K5XZ94	38-312	275
3.20.20.70-FF-000103.faa	A0A2I3LLF2	38-312	275
3.20.20.70-FF-000103.faa	A0A2K5J0W7	38-312	275
3.20.20.70-FF-000103.faa	A0A2K5U9U0	38-312	275
3.20.20.70-FF-000103.faa	H2NGQ8	42-316	275
3.20.20.70-FF-000103.faa	F6VBZ1	61-335	275
3.20.20.70-FF-000103.faa	F1PPB6	42-317	276
3.20.20.70-FF-000103.faa	A0A2K5Q3I7	38-312	275
3.20.20.70-FF-000103.faa	G3QQS5	42-316	275
3.20.20.70-FF-000103.faa	A0A2I3SNI6	42-316	275
3.20.20.70-FF-000103.faa	A0A2R8ZRC3	42-316	275
3.20.20.70-FF-000103.faa	A0A2I3T1B0	33-307	275
3.20.20.70-FF-000103.faa	Q9Y315	42-316	275
3.20.20.70-FF-000103.faa	F7FGE7	42-316	275
3.20.20.70-FF-000103.faa	G1NYN7	42-316	275
3.20.20.70-FF-000103.faa	A0A2K5XZ73	36-310	275
3.20.20.70-FF-000103.faa	A0A2I3NHF5	36-310	275
3.20.20.70-FF-000103.faa	A0A1U7U6L0	111-385	275
3.20.20.70-FF-000103.faa	A0A2I3HYD2	35-309	275
3.20.20.70-FF-000103.faa	A0A2K6EZJ2	39-312	274
3.20.20.70-FF-000103.faa	U3FAJ1	42-316	275
3.20.20.70-FF-000103.faa	A0A2K5C097	34-308	275
3.20.20.70-FF-000103.faa	G7PJY8	42-315	274
3.20.20.70-FF-000103.faa	A0A2K5U9Q9	38-312	275
3.20.20.70-FF-000103.faa	A0A2K5Q3H9	42-316	275
3.20.20.70-FF-000103.faa	A0A2K5C0A3	42-316	275
3.20.20.70-FF-000103.faa	A0A2K6LDQ3	40-314	275
3.20.20.70-FF-000103.faa	A0A2K6EZK8	43-316	274
3.20.20.70-FF-000103.faa	S7MX60	63-337	275
3.20.20.70-FF-000103.faa	A0A452GB49	37-310	274
3.20.20.70-FF-000103.faa	A0A452GAG6	43-316	274
3.20.20.70-FF-000103.faa	A0A0P6JMP4	42-316	275
3.20.20.70-FF-000103.faa	W5QHD5	34-307	274
3.20.20.70-FF-000103.faa	Q91YP3	42-316	275
3.20.20.70-FF-000103.faa	H0X8G9	42-316	275
3.20.20.70-FF-000103.faa	Q3T0V9	43-316	274
3.20.20.70-FF-000103.faa	A0A2Y9RUV1	42-316	275
3.20.20.70-FF-000103.faa	A0A2U4BHD8	37-310	274
3.20.20.70-FF-000103.faa	G1LA40	42-316	275
3.20.20.70-FF-000103.faa	A0A2U4BH98	43-316	274
3.20.20.70-FF-000103.faa	A0A452GAR6	38-311	274
3.20.20.70-FF-000103.faa	A0A2Y9TAC3	43-316	274
3.20.20.70-FF-000103.faa	A0A452T6I8	38-312	275
3.20.20.70-FF-000103.faa	A0A250YFB3	42-316	275
3.20.20.70-FF-000103.faa	A0A2U3ZGX2	42-316	275
3.20.20.70-FF-000103.faa	A0A452GB39	76-349	274
3.20.20.70-FF-000103.faa	G3TE13	44-318	275
3.20.20.70-FF-000103.faa	A0A384B6F9	43-316	274
3.20.20.70-FF-000103.faa	G5BV39	33-307	275
3.20.20.70-FF-000103.faa	A0A3Q7VAG0	42-316	275
3.20.20.70-FF-000103.faa	A0A452T6J3	43-317	275
3.20.20.70-FF-000103.faa	F1M1H0	42-316	275
3.20.20.70-FF-000103.faa	F1SQY2	43-316	274
3.20.20.70-FF-000103.faa	I3LXP1	42-316	275
3.20.20.70-FF-000103.faa	M3YJ84	42-316	275
3.20.20.70-FF-000103.faa	G1T6C1	42-316	275
3.20.20.70-FF-000103.faa	A0A340X068	35-308	274
3.20.20.70-FF-000103.faa	A0A2U3WEM0	60-334	275
3.20.20.70-FF-000103.faa	A0A091ELX1	89-362	274
3.20.20.70-FF-000103.faa	A0A3Q1MHS3	40-313	274
3.20.20.70-FF-000103.faa	A0A1S3A112	42-316	275
3.20.20.70-FF-000103.faa	H0UVL8	43-315	273
3.20.20.70-FF-000103.faa	A0A384DEQ6	37-311	275
3.20.20.70-FF-000103.faa	A0A2Y9NH39	43-316	274
3.20.20.70-FF-000103.faa	A0A2Y9IU31	42-316	275
3.20.20.70-FF-000103.faa	A0A061HWY5	63-337	275
3.20.20.70-FF-000103.faa	B0UYS4	42-315	274
3.20.20.70-FF-000103.faa	A0A3B4BRR1	42-316	275
3.20.20.70-FF-000103.faa	A0A2D0T4E5	42-315	274
3.20.20.70-FF-000103.faa	W5NGY8	43-316	274
3.20.20.70-FF-000104.faa	A0A1D6LFG9	47-264	218
3.20.20.70-FF-000104.faa	A0A0A9GFD6	4-219	216
3.20.20.70-FF-000104.faa	A0A0D1C6N4	6-232	227
3.20.20.70-FF-000104.faa	E3KEB3	1-224	224
3.20.20.70-FF-000104.faa	A0A371C712	1-227	227
3.20.20.70-FF-000104.faa	Q6CBT9	1-227	227
3.20.20.70-FF-000104.faa	A0A1D8NBD9	1-227	227
3.20.20.70-FF-000104.faa	A0A2K1LBJ3	360-572	213
3.20.20.70-FF-000104.faa	A9T4D5	287-499	213
3.20.20.70-FF-000104.faa	A0A078G8S0	300-520	221
3.20.20.70-FF-000104.faa	A0A178W9W3	304-519	216
3.20.20.70-FF-000104.faa	Q5M731	304-519	216
3.20.20.70-FF-000104.faa	O48881	300-520	221
3.20.20.70-FF-000104.faa	R0ILW2	158-372	215
3.20.20.70-FF-000104.faa	V4KA22	302-522	221
3.20.20.70-FF-000104.faa	D7KML2	304-519	216
3.20.20.70-FF-000104.faa	A0A0D3CCK2	301-521	221
3.20.20.70-FF-000104.faa	M4E6Z5	305-523	219
3.20.20.70-FF-000104.faa	D7TGZ0	283-487	205
3.20.20.70-FF-000104.faa	A0A1Q3AZP6	342-556	215
3.20.20.70-FF-000104.faa	A0A0L9VGA1	350-556	207
3.20.20.70-FF-000104.faa	A0A0S3S1Q1	350-556	207
3.20.20.70-FF-000104.faa	A0A445JGS6	330-541	212
3.20.20.70-FF-000104.faa	I1KUN6	330-541	212
3.20.20.70-FF-000104.faa	A0A151T846	332-538	207
3.20.20.70-FF-000104.faa	A0A0B2SKQ5	292-500	209
3.20.20.70-FF-000104.faa	A0A0R0H690	292-500	209
3.20.20.70-FF-000104.faa	A0A1S3VM52	350-556	207
3.20.20.70-FF-000104.faa	A0A0E0RES3	333-546	214
3.20.20.70-FF-000104.faa	I1R4Q4	331-546	216
3.20.20.70-FF-000104.faa	Q2QWK9	333-546	214
3.20.20.70-FF-000104.faa	B8BNJ1	333-546	214
3.20.20.70-FF-000104.faa	A0A0E0HCH0	333-546	214
3.20.20.70-FF-000104.faa	J3NC02	401-613	213
3.20.20.70-FF-000104.faa	A0A0E0HCG9	295-503	209
3.20.20.70-FF-000104.faa	A0A0D3HS80	333-546	214
3.20.20.70-FF-000104.faa	A0A0E0MKH0	336-548	213
3.20.20.70-FF-000104.faa	A0A0E0BPZ7	333-546	214
3.20.20.70-FF-000104.faa	A0A287TQ75	339-552	214
3.20.20.70-FF-000104.faa	A0A453NHE3	172-386	215
3.20.20.70-FF-000104.faa	A0A3B6NNS1	323-536	214
3.20.20.70-FF-000104.faa	A0A3B6PJI3	323-536	214
3.20.20.70-FF-000104.faa	A0A3B6QCB1	200-414	215
3.20.20.70-FF-000104.faa	A0A287TQ66	246-459	214
3.20.20.70-FF-000104.faa	I1ITR8	322-535	214
3.20.20.70-FF-000104.faa	A0A453NHG5	220-434	215
3.20.20.70-FF-000104.faa	A0A453NHR1	184-398	215
3.20.20.70-FF-000104.faa	M0XD68	173-386	214
3.20.20.70-FF-000104.faa	M8A776	262-476	215
3.20.20.70-FF-000104.faa	A0A453NIC8	363-576	214
3.20.20.70-FF-000104.faa	K3Y6B8	331-543	213
3.20.20.70-FF-000104.faa	C5YTC8	332-544	213
3.20.20.70-FF-000104.faa	A0A3L6RFH1	322-534	213
3.20.20.70-FF-000104.faa	A0A2T7E5Y0	331-543	213
3.20.20.70-FF-000104.faa	A0A3L6FK23	339-548	210
3.20.20.70-FF-000104.faa	A0A1D6MYJ2	339-548	210
3.20.20.70-FF-000104.faa	A0A3L6SZH3	329-541	213
3.20.20.70-FF-000104.faa	B6TMJ4	336-545	210
3.20.20.70-FF-000104.faa	A0A2S3H6D8	331-542	212
3.20.20.70-FF-000104.faa	A0A1Z5R5Z6	174-386	213
3.20.20.70-FF-000104.faa	A0A1Z5R530	211-423	213
3.20.20.70-FF-000104.faa	B9WDP8	1-224	224
3.20.20.70-FF-000104.faa	Q5AEJ1	1-231	231
3.20.20.70-FF-000104.faa	C4YQ52	1-231	231
3.20.20.70-FF-000104.faa	E6RB54	1-222	222
3.20.20.70-FF-000104.faa	A0A0D0YIL6	1-222	222
3.20.20.70-FF-000104.faa	A0A225Y2S3	1-222	222
3.20.20.70-FF-000104.faa	A0A0D0WYB8	1-222	222
3.20.20.70-FF-000104.faa	Q5KB56	1-222	222
3.20.20.70-FF-000104.faa	F5HHV1	1-222	222
3.20.20.70-FF-000104.faa	A0A0D0V9W6	1-222	222
3.20.20.70-FF-000104.faa	A0A095EI39	1-222	222
3.20.20.70-FF-000104.faa	A0A226BCL7	30-252	223
3.20.20.70-FF-000104.faa	A0A0D0VJB9	1-222	222
3.20.20.70-FF-000104.faa	J9VR92	1-222	222
3.20.20.70-FF-000104.faa	Q755D3	1-226	226
3.20.20.70-FF-000104.faa	A0A0L8R9J0	1-230	230
3.20.20.70-FF-000104.faa	C8ZIG5	1-229	229
3.20.20.70-FF-000104.faa	C7GN41	1-229	229
3.20.20.70-FF-000104.faa	N1NW91	1-229	229
3.20.20.70-FF-000104.faa	A0A0L8VGV0	1-229	229
3.20.20.70-FF-000104.faa	G2WNX1	1-229	229
3.20.20.70-FF-000104.faa	B3LKL6	1-229	229
3.20.20.70-FF-000104.faa	A6ZW41	1-229	229
3.20.20.70-FF-000104.faa	P41835	1-229	229
3.20.20.70-FF-000104.faa	H0GPB9	1-229	229
3.20.20.70-FF-000104.faa	J5RFA8	1-229	229
3.20.20.70-FF-000104.faa	H0H1U0	1-229	229
3.20.20.70-FF-000104.faa	Q6FV03	1-230	230
3.20.20.70-FF-000104.faa	A0A0W0CWP0	1-230	230
3.20.20.70-FF-000104.faa	P40386	1-220	220
3.20.20.70-FF-000104.faa	F7W341	1-221	221
3.20.20.70-FF-000104.faa	A7UVT5	1-221	221
3.20.20.70-FF-000104.faa	A0A0B0ECC8	1-221	221
3.20.20.70-FF-000104.faa	F8MMJ0	1-221	221
3.20.20.70-FF-000104.faa	G4UQP9	1-221	221
3.20.20.70-FF-000104.faa	A0A1D9QJM4	2-222	221
3.20.20.70-FF-000104.faa	A7F7I3	2-222	221
3.20.20.70-FF-000104.faa	A0A3D8T5J9	1-220	220
3.20.20.70-FF-000104.faa	C8V6D0	1-220	220
3.20.20.70-FF-000104.faa	A0A1L9TKP5	1-220	220
3.20.20.70-FF-000104.faa	Q5B6F2	1-220	220
3.20.20.70-FF-000104.faa	A0A1L9PLC7	1-220	220
3.20.20.70-FF-000104.faa	A0A0S7DWL3	1-218	218
3.20.20.70-FF-000104.faa	Q4X1S3	1-218	218
3.20.20.70-FF-000104.faa	A1DGJ4	1-218	218
3.20.20.70-FF-000104.faa	B0XRU4	1-218	218
3.20.20.70-FF-000104.faa	A0A2I1CM71	1-218	218
3.20.20.70-FF-000104.faa	A0A397HJW5	1-218	218
3.20.20.70-FF-000104.faa	A0A229YCC2	1-218	218
3.20.20.70-FF-000104.faa	A0A0J5PZ07	1-218	218
3.20.20.70-FF-000105.faa	G4EYH3	1-188	188
3.20.20.70-FF-000105.faa	A0A410QY97	1-188	188
3.20.20.70-FF-000105.faa	L8ABF8	1-188	188
3.20.20.70-FF-000105.faa	D4G6W3	1-188	188
3.20.20.70-FF-000105.faa	A0A410YQ69	1-188	188
3.20.20.70-FF-000105.faa	P30300	1-188	188
3.20.20.70-FF-000105.faa	A0A386UYJ9	1-186	186
3.20.20.70-FF-000105.faa	A0A243KL22	1-186	186
3.20.20.70-FF-000105.faa	A0A1C4AZC7	1-186	186
3.20.20.70-FF-000105.faa	A0A3S8Q4W5	1-186	186
3.20.20.70-FF-000105.faa	A0A2A7DMZ3	1-186	186
3.20.20.70-FF-000105.faa	A0A0G8F764	1-186	186
3.20.20.70-FF-000105.faa	C2YN18	1-186	186
3.20.20.70-FF-000105.faa	A0A246PKE3	1-186	186
3.20.20.70-FF-000105.faa	A0A2H3M753	1-185	185
3.20.20.70-FF-000105.faa	C3BGX7	1-185	185
3.20.20.70-FF-000105.faa	A0A242YY87	1-186	186
3.20.20.70-FF-000105.faa	A0A243DCJ1	1-186	186
3.20.20.70-FF-000105.faa	A0A243J8U3	1-186	186
3.20.20.70-FF-000105.faa	A0A1Q9KM32	1-186	186
3.20.20.70-FF-000105.faa	R8N536	1-186	186
3.20.20.70-FF-000105.faa	J8N082	1-186	186
3.20.20.70-FF-000105.faa	A0A0F6FSK0	1-186	186
3.20.20.70-FF-000105.faa	C2SXB3	1-186	186
3.20.20.70-FF-000105.faa	A0A243F815	1-186	186
3.20.20.70-FF-000105.faa	C2R4H9	1-186	186
3.20.20.70-FF-000105.faa	N1LRS4	1-186	186
3.20.20.70-FF-000105.faa	R8UCU5	1-186	186
3.20.20.70-FF-000105.faa	A0A243K7H5	1-186	186
3.20.20.70-FF-000105.faa	A0A0G3DYE8	1-186	186
3.20.20.70-FF-000105.faa	W8YUV6	1-186	186
3.20.20.70-FF-000105.faa	A0A3D1QHM2	1-186	186
3.20.20.70-FF-000105.faa	A0A226QVQ2	1-186	186
3.20.20.70-FF-000105.faa	A0A0A3VV77	1-186	186
3.20.20.70-FF-000105.faa	C2NVB8	1-186	186
3.20.20.70-FF-000105.faa	C2UAA4	1-186	186
3.20.20.70-FF-000105.faa	A0A193CPF1	1-186	186
3.20.20.70-FF-000105.faa	A0A0T8FZU4	1-186	186
3.20.20.70-FF-000105.faa	A0A243LD83	1-186	186
3.20.20.70-FF-000105.faa	A0A0G4D638	1-186	186
3.20.20.70-FF-000105.faa	J8HUD2	1-186	186
3.20.20.70-FF-000105.faa	J8EPR7	1-186	186
3.20.20.70-FF-000105.faa	A0A243JDF3	1-186	186
3.20.20.70-FF-000105.faa	A0A243DPT5	1-186	186
3.20.20.70-FF-000105.faa	A0A1G1UMD9	1-186	186
3.20.20.70-FF-000105.faa	R8F027	1-186	186
3.20.20.70-FF-000105.faa	Q81GZ4	1-186	186
3.20.20.70-FF-000105.faa	C3GXG5	1-186	186
3.20.20.70-FF-000105.faa	B5UKB9	1-186	186
3.20.20.70-FF-000105.faa	A0A1M6GSF6	1-186	186
3.20.20.70-FF-000105.faa	A0A0K0S423	1-186	186
3.20.20.70-FF-000105.faa	J8LVN6	1-186	186
3.20.20.70-FF-000105.faa	A0A023P2C9	1-186	186
3.20.20.70-FF-000105.faa	G9Q9V1	1-186	186
3.20.20.70-FF-000105.faa	J8KD29	1-186	186
3.20.20.70-FF-000105.faa	B7HG02	1-186	186
3.20.20.70-FF-000105.faa	A0A2C9ZFI1	1-186	186
3.20.20.70-FF-000105.faa	A0A3B0A893	1-186	186
3.20.20.70-FF-000105.faa	J8KP73	1-186	186
3.20.20.70-FF-000105.faa	A0A0D1QMN0	1-186	186
3.20.20.70-FF-000105.faa	A0A229M307	1-186	186
3.20.20.70-FF-000105.faa	R8QJ36	1-186	186
3.20.20.70-FF-000105.faa	A0A2N3NTR1	1-186	186
3.20.20.70-FF-000105.faa	J7ZVN6	1-186	186
3.20.20.70-FF-000105.faa	R8HCA7	1-186	186
3.20.20.70-FF-000105.faa	C3DZX9	1-186	186
3.20.20.70-FF-000105.faa	J8GWZ0	1-186	186
3.20.20.70-FF-000105.faa	A0A2S9XVE4	1-186	186
